movie_id,title,original_title,original_language,overview,tagline,status,homepage,budget,revenue,runtime,popularity,vote_average,vote_count,release_date,profit,roi,release_year,release_month,vote_weighted
424,Schindler's List,Schindler's List,en,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,"Whoever saves one life, saves the world entire.",Released,http://www.schindlerslist.com/,22000000.0,321365567.0,195.0,104.469351,8.3,4329,1993-11-29,299365567.0,13.607525772727273,1993.0,11.0,8.0714
425,Ice Age,Ice Age,en,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",They came. They thawed. They conquered.,Released,http://www.iceagemovies.com/films/ice-age,59000000.0,383257136.0,81.0,99.561972,7.1,3857,2002-03-10,324257136.0,5.495883661016949,2002.0,3.0,6.9843
429,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo",it,"While the Civil War rages between the Union and the Confederacy, three men – a quiet loner, a ruthless hit man and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",For three men the Civil War wasn't hell. It was practice.,Released,"http://www.mgm.com/#/our-titles/766/The-Good,-the-Bad-and-the-Ugly",1200000.0,6000000.0,161.0,88.377076,8.1,2311,1966-12-23,4800000.0,4.0,1966.0,12.0,7.7429
431,Cube,Cube,en,Seven strangers are taken out of their daily lives and placed mysteriously in a deadly cube where they all agree they must find their way out.,Don't look for a reason... Look for a way out.,Released,,250000.0,501818.0,90.0,44.656151,6.9,1069,1997-09-09,251818.0,1.007272,1997.0,9.0,6.6426
433,Mary Poppins,Mary Poppins,en,"The movie combines a diverting story, songs, color and sequences of live action blended with the movements of animated figures. Mary Poppins is a kind of Super-nanny who flies in with her umbrella in response to the request of the Banks children and proceeds to put things right with the aid of her rather extraordinary magical powers before flying off again.",It's supercalifragilisticexpialidocious!,Released,,6000000.0,102272727.0,139.0,59.961523,7.4,1183,1964-08-27,96272727.0,16.0454545,1964.0,8.0,7.0115
435,The Day After Tomorrow,The Day After Tomorrow,en,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",Where will you be?,Released,http://www.thedayaftertomorrow.com/,125000000.0,544272402.0,124.0,41.380094,6.2,2392,2004-05-26,419272402.0,3.354179216,2004.0,5.0,6.1814
436,Maria Full of Grace,"María, llena eres de gracia",es,A pregnant Colombian teenager becomes a drug mule to make some desperately needed money for her family.,"Based on 10,000 true stories.",Released,http://www.mariallenaeresdegracia.com/index.html,,,101.0,3.027892,6.9,101,2004-01-18,,,2004.0,1.0,6.2279
440,Aliens vs Predator: Requiem,Aliens vs Predator: Requiem,en,"A sequel to 2004's Alien vs. Predator, the iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever - in our own backyard. The small town of Gunnison, Colorado becomes a war zone between two of the deadliest extra-terrestrial life forms - the Alien and the Predator. When a Predator scout ship crash-lands in the hills outside the town, Alien Facehuggers and a hybrid Alien/Predator are released and begin to terrorize the town.",The Last Place On Earth We Want To Be Is In The Middle,Released,http://www.avp-r.com/,40000000.0,41797066.0,94.0,39.381913,4.9,740,2007-12-25,1797066.0,0.04492665,2007.0,12.0,5.3807
451,Leaving Las Vegas,Leaving Las Vegas,en,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",I Love You... The Way You Are.,Released,http://www.mgm.com/title_title.do?title_star=LEAVINGL,3600000.0,49800000.0,112.0,22.030517,7.1,360,1995-10-27,46200000.0,12.833333333333334,1995.0,10.0,6.5141
453,A Beautiful Mind,A Beautiful Mind,en,"At Princeton University, John Nash struggles to make a worthwhile contribution to serve as his legacy to the world of mathematics. He finally makes a revolutionary breakthrough that will eventually earn him the Nobel Prize. After graduate school he turns to teaching, becoming romantically involved with his student Alicia. Meanwhile the government asks his help with breaking Soviet codes, which soon gets him involved in a terrifying conspiracy plot. Nash grows more and more paranoid until a discovery that turns his entire world upside down. Now it is only with Alicia's help that he will be able to recover his mental strength and regain his status as the great mathematician we know him as today..",I need to believe that something extra ordinary is possible...,Released,http://www.abeautifulmind.com/,60000000.0,313542341.0,135.0,59.248437,7.7,3009,2001-12-11,253542341.0,4.2257056833333335,2001.0,12.0,7.4709
454,Romeo + Juliet,Romeo + Juliet,en,"In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",My only love sprung from my only hate.,Released,http://www.romeoandjuliet.com/,14500000.0,147298761.0,120.0,41.493042,6.7,1374,1996-10-31,132798761.0,9.15853524137931,1996.0,10.0,6.5378
455,Bend It Like Beckham,Bend It Like Beckham,en,"Jess Bhamra, the daughter of a strict Indian couple in London, is not permitted to play organized soccer, even though she is 18. When Jess is playing for fun one day, her impressive skills are seen by Jules Paxton, who then convinces Jess to play for her semi-pro team. Jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach, Joe.","Sometimes, to follow your dreams... you've got to bend the rules!",Released,http://www2.foxsearchlight.com/benditlikebeckham/,3500159.0,76578641.0,112.0,22.054546,6.2,578,2002-04-11,73078482.0,20.878617799934233,2002.0,4.0,6.15
462,Erin Brockovich,Erin Brockovich,en,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",She brought a small town to its feet and a huge corporation to its knees.,Released,http://www.brockovich.com/movie.html,52000000.0,256271286.0,131.0,30.347332,7.1,716,2000-03-17,204271286.0,3.9282939615384613,2000.0,3.0,6.6856
464,As It Is in Heaven,Så som i himmelen,sv,A musical romantic tragedy about a famous composer who moves back to his small hometown after having had heart troubles. His search for a simple everyday life leads him into teaching the local church choir which is not easily accepted by the town yet the choir builds a great love for their teacher.,,Released,http://www.wie-im-himmel-derfilm.de/start.html,,,132.0,4.321249,6.9,42,2004-09-03,,,2004.0,9.0,6.1548
468,My Own Private Idaho,My Own Private Idaho,en,"In this loose adaptation of Shakespeare's ""Henry IV,"" Mike Waters (River Phoenix) is a gay hustler afflicted with narcolepsy. Scott Favor (Keanu Reeves) is the rebellious son of a mayor. Together, the two travel from Portland, Oregon to Idaho and finally to the coast of Italy in a quest to find Mike's estranged mother. Along the way they turn tricks for money and drugs, eventually attracting the attention of a wealthy benefactor and sexual deviant.","It's not where you go, it's how you get there.",Released,,2500000.0,,104.0,10.363642,7.1,212,1991-10-17,,,1991.0,10.0,6.3923
470,21 Grams,21 Grams,en,"This is the story of three gentle persons: Paul Rivers an ailing mathematician lovelessly married to an English émigré, Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever.",How much does life weigh?,Released,http://www.21-grams.com/index.php,20000000.0,60427839.0,124.0,32.243357,7.2,918,2003-09-06,40427839.0,2.02139195,2003.0,9.0,6.8094
473,Pi,Pi,en,The debut film from Darren Aronofsky in which a mathematical genius Maximilian Cohen discovers a link in the connection between numbers and reality and thus believes he can predict the future.,"There will be no order, only chaos",Released,http://www.pithemovie.com/,60000.0,3221152.0,84.0,27.788067,7.1,586,1998-07-10,3161152.0,52.68586666666667,1998.0,7.0,6.636
479,Shaft,Shaft,en,"New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness.","Still the man, any questions?",Released,,46000000.0,107196498.0,99.0,19.643365,5.5,308,2000-06-15,61196498.0,1.330358652173913,2000.0,6.0,5.8664
480,Monsoon Wedding,Monsoon Wedding,hi,From an exciting Indian wedding comes a relationship from two different times not only showing the modern but also the traditional. Different characters and stories interact with each other in director Mira Nair film where she used an Indian-American production to illustrate these themes modern day Indians are very familiar with.,"A stressed father, a bride-to-be with a secret, a smitten event planner, and relatives from around the world create much ado about the preparations for an arranged marriage in India.",Released,,,,114.0,8.109958,6.8,57,2001-08-30,,,2001.0,8.0,6.1646
489,Good Will Hunting,Good Will Hunting,en,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.","Some people can never believe in themselves, until someone believes in them.",Released,http://www.miramax.com/movie/good-will-hunting,10000000.0,225933435.0,126.0,43.734886,7.9,2811,1997-12-05,215933435.0,21.5933435,1997.0,12.0,7.627
492,Being John Malkovich,Being John Malkovich,en,"Spike Jonze’s debut feature film is a love story mix of comedy and fantasy. The story is about an unsuccessful puppeteer named Craig, who one day at work finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters it’s mad and controlling world of overtaking another human body.",Ever wanted to be someone else? Now you can.,Released,,13000000.0,22863596.0,112.0,27.546914,7.3,1101,1999-09-30,9863596.0,0.7587381538461538,1999.0,9.0,6.9228
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,en,"Kazakh journalist Borat Sagdiyev travels to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in American culture.","Come to Kazakhstan, it's nice!",Released,http://www.boratmovie.com/,18000000.0,261572744.0,82.0,29.487784,6.5,1579,2006-11-01,243572744.0,13.531819111111112,2006.0,11.0,6.4019
497,The Green Mile,The Green Mile,en,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cellblock's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",Miracles do happen.,Released,http://thegreenmile.warnerbros.com/,60000000.0,284600000.0,189.0,103.698022,8.2,4048,1999-12-10,224600000.0,3.743333333333333,1999.0,12.0,7.9683
500,Reservoir Dogs,Reservoir Dogs,en,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",Every dog has his day.,Released,,1200000.0,14661007.0,99.0,66.925866,8.0,3697,1992-09-02,13461007.0,11.217505833333334,1992.0,9.0,7.7727
503,Poseidon,Poseidon,en,"A packed cruise ship traveling the Atlantic is hit and overturned by a massive wave, compelling the passengers to begin a dramatic fight for their lives.",Mayday,Released,http://www2.warnerbros.com/poseidon/,160000000.0,181674817.0,99.0,21.133748,5.5,583,2006-05-12,21674817.0,0.13546760625,2006.0,5.0,5.7734
504,Monster,Monster,en,Aileen Wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes America's first female serial killer.,The first female serial killer of America,Released,,8000000.0,60378584.0,110.0,19.683187,7.0,485,2003-11-16,52378584.0,6.547323,2003.0,11.0,6.5392
507,Killing Zoe,Killing Zoe,en,"Zed (Eric Stoltz) is an American vault-cracker who travels to Paris to meet up with his old friend Eric (Jean-Hugues Anglade). Eric and his gang have planned to raid the only bank in the city which is open on Bastille day. After offering his services, Zed soon finds himself trapped in a situation beyond his control when heroin abuse, poor planning and a call-girl named Zoe all conspire to turn the robbery into a very bloody siege.",,Released,,1500000.0,418961.0,96.0,5.817519,6.1,111,1993-10-01,-1081039.0,-0.7206926666666666,1993.0,10.0,6.0936
508,Love Actually,Love Actually,en,Follows seemingly unrelated people as their lives begin to intertwine while they fall in – and out – of love. Affections languish and develop as Christmas draws near.,The ultimate romantic comedy.,Released,http://www.loveactually.com/,40000000.0,244931766.0,135.0,37.073127,7.0,1869,2003-09-07,204931766.0,5.12329415,2003.0,9.0,6.8084
509,Notting Hill,Notting Hill,en,The British comedy from director Roger Michell tells the love story between a famous actress and a simple book seller from London. A look into the attempt for famous people to have a personal and private life and the ramifications that follow. Nominated for three Golden Globes in 2000.,Can the most famous film star in the world fall for the man on the street?,Released,http://www.notting-hill.com/,42000000.0,363889678.0,124.0,28.969151,7.0,1262,1999-05-13,321889678.0,7.664039952380953,1999.0,5.0,6.7424
510,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,en,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.","If he's crazy, what does that make you?",Released,,3000000.0,108981275.0,133.0,127.525581,8.2,2919,1975-11-18,105981275.0,35.32709166666667,1975.0,11.0,7.8917
512,Scoop,Scoop,en,"An American journalism student in London scoops a big story, and begins an affair with an aristocrat as the incident unfurls.",The perfect man. The perfect story. The perfect murder.,Released,http://www.scoopmovie.net/,4000000.0,31584901.0,96.0,17.229537,6.4,420,2006-07-27,27584901.0,6.89622525,2006.0,7.0,6.2327
522,Ed Wood,Ed Wood,en,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.","When it came to making bad movies, Ed Wood was the best.",Released,,18000000.0,5887457.0,127.0,24.548633,7.3,630,1994-09-27,-12112543.0,-0.6729190555555555,1994.0,9.0,6.7656
524,Casino,Casino,en,The life of the gambling paradise – Las Vegas – and its dark mafia underbelly.,No one stays at the top forever.,Released,,52000000.0,116112375.0,178.0,40.06688,7.8,1307,1995-11-22,64112375.0,1.2329302884615385,1995.0,11.0,7.3274
525,The Blues Brothers,The Blues Brothers,en,"Jake Blues is just out of jail, and teams up with his brother, Elwood on a 'mission from God' to raise funds for the orphanage in which they grew up. The only thing they can do is do what they do best – play music – so they get their old band together and they're on their way, while getting in a bit of trouble here and there.",They'll never get caught. They're on a mission from God.,Released,,27000000.0,115229890.0,133.0,44.714264,7.5,1065,1980-06-17,88229890.0,3.267773703703704,1980.0,6.0,7.0502
526,Ladyhawke,Ladyhawke,en,"Captain Etienne Navarre is a man on whose shoulders lies a cruel curse. Punished for loving each other, Navarre must become a wolf by night whilst his lover, Lady Isabeau, takes the form of a hawk by day. Together, with the thief Philippe Gaston, they must try to overthrow the corrupt Bishop and in doing so break the spell.",No force in Heaven will release them. No power on Earth can save them.,Released,,20000000.0,18432000.0,121.0,14.370111,6.8,260,1985-03-27,-1568000.0,-0.0784,1985.0,3.0,6.3343
533,The Curse of the Were-Rabbit,The Curse of the Were-Rabbit,en,"Cheese-loving eccentric Wallace and his cunning canine pal, Gromit, investigate a mystery in Nick Park's animated adventure, in which the lovable inventor and his intrepid pup run a business ridding the town of garden pests. Using only humane methods that turn their home into a halfway house for evicted vermin, the pair stumble upon a mystery involving a voracious vegetarian monster that threatens to ruin the annual veggie-growing contest.",Something bunny is going on...,Released,http://www.wallaceandgromit.com/films/the-curse-of-the-wererabbit,30000000.0,192452832.0,85.0,30.380747,6.8,643,2005-09-04,162452832.0,5.4150944,2005.0,9.0,6.4904
534,Terminator Salvation,Terminator Salvation,en,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",The End Begins.,Released,https://www.warnerbros.com/terminator-salvation,200000000.0,371353001.0,115.0,71.862892,5.9,2463,2009-05-20,171353001.0,0.856765005,2009.0,5.0,5.9324
535,Flashdance,Flashdance,en,The popular 1980’s dance movie that depicts the life of an exotic dancer with a side job as a welder who true desire is to get into ballet school. It’s her dream to be a professional dancer and now is her chance. The film has a great soundtrack with an Oscar winning song.,When the dancer becomes the dance.,Released,,4000000.0,92921203.0,95.0,18.422323,6.1,302,1983-04-14,88921203.0,22.23030075,1983.0,4.0,6.0951
539,Psycho,Psycho,en,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.",The master of suspense moves his cameras into the icy blackness of the unexplored!,Released,,806948.0,32000000.0,109.0,93.067866,8.2,2320,1960-06-16,31193052.0,38.655591190510414,1960.0,6.0,7.8263
540,D.E.B.S.,D.E.B.S.,en,The star of a team of teenage crime fighters falls for the alluring villainess she must bring to justice.,Evil is so totally busted!,Released,,3500000.0,,91.0,6.396936,5.6,90,2004-01-21,,,2004.0,1.0,6.0171
542,The Crime of Padre Amaro,El Crimen del Padre Amaro,es,The young Father Amaro is put to the test. He is sent to Mexico to help take care of aging Father Benito when he meets a 16-year-old girl that he begins and affair with. It turns out the girls mother had been having an affair with Father Benito. Father Amaro must soon choose between the holy or the sinful life.,Lead us not into temptation,Released,http://padreamaro.ad2.com/site/home_eng.htm,1800000.0,,118.0,2.179428,6.2,36,2002-10-01,,,2002.0,10.0,6.0994
544,There's Something About Mary,There's Something About Mary,en,"Having never fully recovered from a prom date that became a total disaster, a man finally gets a chance to reunite with his old prom date, only to run up against other suitors including the sleazy detective he hired to find her.",Love Is In The Hair.,Released,http://www.aboutmary.com/,23000000.0,369884651.0,119.0,57.110486,6.5,1590,1998-07-15,346884651.0,15.081941347826087,1998.0,7.0,6.4024
546,Transamerica,Transamerica,en,Bree is about to get a sex change operation that will finally allow her to actually be what she’s already been in her mind for a long time: a transitioned woman. Yet before this happens she suddenly runs into her son who ends up coming for the trip across the United States.,Life is a Journey. Bring an Open Mind.,Released,http://www.transamerica-movie.com/,1000000.0,13350369.0,103.0,9.773398,6.9,144,2005-12-23,12350369.0,12.350369,2005.0,12.0,6.2728
547,The Horse Whisperer,The Horse Whisperer,en,"Based on the novel by the same name from Nicholas Evans, the talented Robert Redford presents this meditative family drama set in the country side. Redford not only directs but also stars in the roll of a cowboy with a magical talent for healing.",,Released,,60000000.0,186883563.0,170.0,12.867352,6.7,292,1998-05-14,126883563.0,2.11472605,1998.0,5.0,6.3163
549,Basquiat,Basquiat,en,"Director Julian Schnabel illustrates the portrait of his friend, the first Afro-American Pop Art artist Jean Michel Basquiat who unfortunately died at a young age and just as he was beginning to make a name for himself in the art world. Along side the biography of Basquiat are the artists and the art scene from the early 1980’s New York.","In 1981, A Nineteen-Year-Old Unknown Graffiti Writer Took The New York Art World By Storm. The Rest Is Art History.",Released,,2962051.0,3011195.0,108.0,3.636634,6.6,94,1996-08-09,49144.0,0.01659120656599093,1996.0,8.0,6.1725
550,Fight Club,Fight Club,en,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",Mischief. Mayhem. Soap.,Released,http://www.foxmovies.com/movies/fight-club,63000000.0,100853753.0,139.0,146.757391,8.3,9413,1999-10-15,37853753.0,0.6008532222222223,1999.0,10.0,8.1886
557,Spider-Man,Spider-Man,en,"After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.",With great power comes great responsibility.,Released,http://www.sonypictures.com/movies/spider-man/,139000000.0,821708551.0,121.0,82.502566,6.8,5265,2002-05-01,682708551.0,4.911572309352518,2002.0,5.0,6.7386
558,Spider-Man 2,Spider-Man 2,en,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",There's a hero in all of us.,Released,http://www.sonypictures.com/movies/spider-man2/,200000000.0,783766341.0,127.0,35.149586,6.7,4321,2004-06-25,583766341.0,2.918831705,2004.0,6.0,6.637
559,Spider-Man 3,Spider-Man 3,en,"The seemingly invincible Spider-Man goes up against an all-new crop of villain – including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",The battle within.,Released,http://www.sonypictures.com/movies/spider-man3/,258000000.0,890871626.0,139.0,115.699814,5.9,3576,2007-05-01,632871626.0,2.4529907984496124,2007.0,5.0,5.9236
562,Die Hard,Die Hard,en,"NYPD cop, John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",40 Stories. Twelve Terrorists. One Cop.,Released,,28000000.0,140767956.0,131.0,66.169628,7.5,3948,1988-07-15,112767956.0,4.027427,1988.0,7.0,7.3417
563,Starship Troopers,Starship Troopers,en,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".",The only good bug is a dead bug.,Released,,105000000.0,121214377.0,129.0,58.782359,6.7,1560,1997-11-06,16214377.0,0.1544226380952381,1997.0,11.0,6.5525
568,Apollo 13,Apollo 13,en,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.","Houston, we have a problem.",Released,,52000000.0,355237933.0,140.0,68.140214,7.3,1599,1995-06-30,303237933.0,5.831498711538462,1995.0,6.0,7.0123
573,Frenzy,Frenzy,en,"A serial murderer is strangling women with a necktie. The London police have a suspect, but he is the wrong man.",Just an ordinary necktie used with a deadly new twist.,Released,,3500000.0,12600000.0,116.0,10.219942,7.1,158,1972-05-25,9100000.0,2.6,1972.0,5.0,6.3342
576,The Wild Bunch,The Wild Bunch,en,"Aging outlaw Pike Bishop (William Holden) prepares to retire after one final robbery. Joined by his gang, which includes Dutch Engstrom (Ernest Borgnine) and brothers Lyle (Warren Oates) and Tector Gorch (Ben Johnson), Bishop discovers the heist is a setup orchestrated in part by his old partner, Deke Thornton (Robert Ryan). As the remaining gang takes refuge in Mexican territory, Thornton trails them, resulting in fierce gunfights with plenty of casualties","If you only want to spend two hours in a movie theatre and go home and forget it, stay away from THE WILD BUNCH.",Released,,6244087.0,638641.0,145.0,14.970654,7.6,259,1969-06-17,-5605446.0,-0.8977206755767496,1969.0,6.0,6.6067
577,To Die For,To Die For,en,"Susan wants to work in television and will therefore do anything it takes, even if it means killing her husband. A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role.",All she wanted was a little attention.,Released,,20000000.0,21284514.0,106.0,12.309715,6.7,175,1995-05-20,1284514.0,0.0642257,1995.0,5.0,6.2498
578,Jaws,Jaws,en,"An insatiable great white shark terrorizes the townspeople of Amity Island, The police chief, an oceanographer and a grizzled shark hunter seek to destroy the bloodthirsty beast.",Don't go in the water.,Released,http://www.jaws25.com/,7000000.0,470654000.0,124.0,50.152327,7.5,2542,1975-06-18,463654000.0,66.23628571428571,1975.0,6.0,7.2686
579,Jaws 2,Jaws 2,en,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,Just when you thought it was safe to go back in the water...,Released,,20000000.0,187884007.0,116.0,19.636044,5.9,406,1978-06-16,167884007.0,8.39420035,1978.0,6.0,6.0061
580,Jaws: The Revenge,Jaws: The Revenge,en,"After another deadly shark attack, Ellen Brody decides she has had enough of New England's Amity Island and moves to the Caribbean to join her son, Michael, and his family. But a great white shark has followed her there, hungry for more lives.","This time, it’s personal.",Released,,23000000.0,51881013.0,89.0,12.777008,3.5,224,1987-07-17,28881013.0,1.2556962173913044,1987.0,7.0,5.2902
581,Dances with Wolves,Dances with Wolves,en,"Wounded Civil War soldier, John Dunbar tries to commit suicide – and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",Inside everyone is a frontier waiting to be discovered.,Released,,22000000.0,424208848.0,181.0,45.707835,7.6,1046,1990-11-09,402208848.0,18.282220363636362,1990.0,11.0,7.1123
582,The Lives of Others,Das Leben der Anderen,de,A tragic love story set in East Berlin with the backdrop of an undercover Stasi controlled culture. Stasi captain Wieler is ordered to follow author Dreyman and plunges deeper and deeper into his life until he reaches the threshold of doubting the system.,"Before the Fall of the Berlin Wall, East Germany's Secret Police Listened to Your Secrets.",Released,,2000000.0,70000000.0,137.0,34.938177,7.9,958,2006-03-15,68000000.0,34.0,2006.0,3.0,7.28
584,2 Fast 2 Furious,2 Fast 2 Furious,en,"It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of ""dirty"" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down.",How Fast Do You Want It?,Released,,76000000.0,236350661.0,107.0,10.520961,6.2,2028,2003-06-05,160350661.0,2.1098771184210525,2003.0,6.0,6.1787
585,"Monsters, Inc.","Monsters, Inc.",en,"James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",We Scare Because We Care.,Released,http://movies.disney.com/monsters-inc,115000000.0,562816256.0,92.0,106.815545,7.5,5996,2001-11-01,447816256.0,3.8940544,2001.0,11.0,7.3916
586,Wag the Dog,Wag the Dog,en,"During the final weeks of a presidential race, the President is accused of sexual misconduct. To distract the public until the election, the President's adviser hires a Hollywood producer to help him stage a fake war.","A comedy about truth, justice and other special effects.",Released,,15000000.0,64256513.0,97.0,13.581966,6.7,270,1997-12-25,49256513.0,3.283767533333333,1997.0,12.0,6.3053
587,Big Fish,Big Fish,en,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",An adventure as big as life itself.,Released,,70000000.0,122919055.0,125.0,46.199482,7.6,1994,2003-12-25,52919055.0,0.7559865,2003.0,12.0,7.2977
588,Silent Hill,Silent Hill,en,"The eerie and deserted ghost town of Silent Hill draws a young mother desperate to find a cure for her only child's illness. Unable to accept the doctor's diagnosis that her daughter should be permanently institutionalized for psychiatric care, Rose flees with her child, heading for the abandoned town in search of answers – and ignoring the protests of her husband. It's soon clear this place is unlike anywhere she's ever been. It's smothered by fog, inhabited by a variety of strange beings and periodically overcome by a living 'darkness' that literally transforms everything it touches. As Rose searches for her little girl, she begins to learn the history of the strange town and realizes that her daughter is just a pawn in a larger game.",We've been expecting you.,Released,http://www.sonypictures.com/homevideo/silenthill/,50000000.0,97607453.0,125.0,32.927994,6.3,1067,2006-04-21,47607453.0,0.95214906,2006.0,4.0,6.2337
590,The Hours,The Hours,en,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",The time to hide is over. The time to regret is gone. The time to live is now.,Released,,25000000.0,41597830.0,114.0,20.953265,7.0,451,2002-12-27,16597830.0,0.6639132,2002.0,12.0,6.5227
